Customer ID,Gender,Region,Age,Product Name,Category,Unit Price,Quantity,Total Price,Shipping Fee,Shipping Status,Order Date,Age_group,Year,Month_name,Day,Delivered,AgeGroup
CUST0080,Female,East,51.0,Headphones,Accessories,100.0,1,100,19.84,Delivered,2023-05-27,"(50, 100]",2023,May,27,True,50-59
CUST0208,Female,West,57.0,Laptop,Electronics,1500.0,1,1500,16.28,Returned,2023-02-01,"(50, 100]",2023,February,1,False,50-59
CUST0186,Female,West,55.0,Mouse,Accessories,30.0,5,150,17.36,In Transit,2023-05-07,"(50, 100]",2023,May,7,False,50-59
CUST0109,Female,Unknown,57.0,Mouse,Accessories,30.0,1,30,9.59,In Transit,2023-03-12,"(50, 100]",2023,March,12,False,50-59
CUST0028,Female,East,50.0,Headphones,Accessories,100.0,5,500,16.11,In Transit,2023-11-07,"(35, 50]",2023,November,7,False,40-49
CUST0083,Male,West,28.0,Keyboard,Accessories,50.0,2,100,9.48,Returned,2023-09-14,"(25, 35]",2023,September,14,False,20-29
CUST0027,Female,South,36.0,Monitor,Electronics,300.0,2,600,18.44,Returned,2023-03-19,"(35, 50]",2023,March,19,False,30-39
CUST0203,Female,South,33.0,Keyboard,Accessories,50.0,5,250,8.43,In Transit,2023-10-05,"(25, 35]",2023,October,5,False,30-39
CUST0095,Female,East,,Laptop,Electronics,1500.0,5,7500,7.38,Returned,2023-06-18,Unknown,2023,June,18,False,
CUST0204,Male,North,54.0,Smartphone,Electronics,800.0,2,1600,6.45,Delivered,2023-03-16,"(50, 100]",2023,March,16,True,50-59
CUST0165,Male,West,49.0,Keyboard,Accessories,50.0,1,50,8.97,Returned,2023-05-23,"(35, 50]",2023,May,23,False,40-49
CUST0269,Male,North,64.0,Headphones,Accessories,100.0,3,300,11.64,Returned,2023-11-24,"(50, 100]",2023,November,24,False,60+
CUST0134,Male,North,,Monitor,Electronics,621.9121224973303,5,1500,7.22,Returned,2023-08-05,Unknown,2023,August,5,False,
CUST0116,Female,East,,Headphones,Accessories,100.0,2,200,15.13,Delivered,2023-01-23,Unknown,2023,January,23,True,
CUST0137,Female,West,19.0,Smartphone,Electronics,800.0,3,2400,11.21,Returned,2023-08-01,"(18, 25]",2023,August,1,False,<20
CUST0100,Male,West,29.0,Keyboard,Accessories,50.0,2,100,5.18,Returned,2023-04-14,"(25, 35]",2023,April,14,False,20-29
CUST0282,Male,North,68.0,Smartwatch,Wearables,200.0,3,600,7.93,In Transit,2023-06-22,"(50, 100]",2023,June,22,False,60+
CUST0094,Male,North,30.0,Laptop,Electronics,1500.0,1,1500,14.53,In Transit,2023-04-18,"(25, 35]",2023,April,18,False,20-29
CUST0194,Female,West,61.0,Mouse,Accessories,62.19121224973304,1,30,10.41,Returned,2023-01-28,"(50, 100]",2023,January,28,False,60+
CUST0174,Female,North,,Smartphone,Electronics,800.0,4,3200,9.45,Returned,2023-05-08,Unknown,2023,May,8,False,
CUST0273,Female,South,,Laptop,Electronics,1500.0,2,3000,9.01,In Transit,2023-06-07,Unknown,2023,June,7,False,
CUST0188,Male,North,29.0,Smartphone,Electronics,800.0,5,4000,6.06,Delivered,2023-02-24,"(25, 35]",2023,February,24,True,20-29
CUST0109,Male,West,57.0,Keyboard,Accessories,50.0,3,150,11.12,In Transit,2023-02-16,"(50, 100]",2023,February,16,False,50-59
CUST0081,Male,West,38.0,Smartwatch,Wearables,200.0,3,600,19.89,Returned,2023-08-07,"(35, 50]",2023,August,7,False,30-39
CUST0298,Male,North,58.0,Smartphone,Electronics,800.0,4,3200,18.55,Unknown,2023-04-04,"(50, 100]",2023,April,4,False,50-59
CUST0189,Female,East,38.0,Monitor,Electronics,300.0,1,300,11.89,In Transit,2023-05-01,"(35, 50]",2023,May,1,False,30-39
CUST0092,Female,East,32.0,Smartphone,Electronics,800.0,3,2400,14.12,In Transit,2023-09-28,"(25, 35]",2023,September,28,False,30-39
CUST0254,Female,West,,Mouse,Accessories,30.0,2,60,7.56,Delivered,2023-12-25,Unknown,2023,December,25,True,
CUST0150,Male,South,63.0,Headphones,Accessories,100.0,4,400,11.39,Delivered,2023-05-06,"(50, 100]",2023,May,6,True,60+
CUST0264,Female,West,59.0,Keyboard,Accessories,103.65202041622172,4,200,10.49,Delivered,2023-08-21,"(50, 100]",2023,August,21,True,50-59
CUST0105,Male,West,27.0,Headphones,Accessories,100.0,3,300,17.92,Returned,2023-03-13,"(25, 35]",2023,March,13,False,20-29
CUST0253,Female,West,51.0,Laptop,Electronics,1500.0,1,1500,12.36,Returned,2023-02-28,"(50, 100]",2023,February,28,False,50-59
CUST0188,Male,West,29.0,Monitor,Electronics,300.0,4,1200,8.15,Delivered,2023-07-26,"(25, 35]",2023,July,26,True,20-29
CUST0052,Male,East,66.0,Monitor,Electronics,300.0,2,600,19.1,Unknown,2023-07-02,"(50, 100]",2023,July,2,False,60+
CUST0204,Male,East,54.0,Smartwatch,Wearables,200.0,5,1000,10.03,Returned,2023-10-17,"(50, 100]",2023,October,17,False,50-59
CUST0180,Male,East,68.0,Monitor,Electronics,300.0,3,900,5.0,In Transit,2023-10-18,"(50, 100]",2023,October,18,False,60+
CUST0189,Female,West,,Laptop,Electronics,1500.0,3,4500,9.92,Delivered,2023-04-06,Unknown,2023,April,6,True,
CUST0023,Female,South,29.0,Monitor,Electronics,300.0,3,900,18.32,Delivered,2023-07-20,"(25, 35]",2023,July,20,True,20-29
CUST0263,Female,West,40.0,Smartwatch,Wearables,200.0,1,200,8.82,Returned,2023-04-08,"(35, 50]",2023,April,8,False,30-39
CUST0195,Male,West,48.0,Keyboard,Accessories,50.0,3,150,16.84,Returned,2023-01-08,"(35, 50]",2023,January,8,False,40-49
CUST0272,Female,West,52.0,Laptop,Electronics,1500.0,5,7500,9.45,Unknown,2023-05-13,"(50, 100]",2023,May,13,False,50-59
CUST0256,Male,East,69.0,Monitor,Electronics,300.0,4,1200,8.25,Returned,2023-08-15,"(50, 100]",2023,August,15,False,60+
CUST0131,Male,North,67.0,Smartphone,Electronics,800.0,4,3200,14.61,In Transit,2023-09-18,"(50, 100]",2023,September,18,False,60+
CUST0279,Female,North,59.0,Mouse,Accessories,30.0,1,30,6.08,Returned,2023-02-15,"(50, 100]",2023,February,15,False,50-59
CUST0250,Female,West,64.0,Smartwatch,Wearables,200.0,2,400,15.94,Delivered,2023-11-28,"(50, 100]",2023,November,28,True,60+
CUST0012,Male,East,,Mouse,Accessories,30.0,3,90,16.49,In Transit,2023-07-29,Unknown,2023,July,29,False,
CUST0127,Female,South,62.0,Smartphone,Electronics,800.0,4,3200,6.66,In Transit,2023-07-10,"(50, 100]",2023,July,10,False,60+
CUST0128,Female,North,52.0,Monitor,Electronics,621.9121224973303,3,900,11.04,Delivered,2023-10-25,"(50, 100]",2023,October,25,True,50-59
CUST0155,Male,West,41.0,Headphones,Accessories,100.0,3,300,11.98,Delivered,2023-06-12,"(35, 50]",2023,June,12,True,40-49
CUST0115,Male,South,53.0,Headphones,Accessories,100.0,5,500,5.93,In Transit,2023-07-22,"(50, 100]",2023,July,22,False,50-59
CUST0115,Male,West,53.0,Smartwatch,Wearables,200.0,5,1000,19.43,Returned,2023-06-25,"(50, 100]",2023,June,25,False,50-59
CUST0282,Male,East,68.0,Smartphone,Electronics,800.0,3,2400,8.23,Returned,2023-11-29,"(50, 100]",2023,November,29,False,60+
CUST0158,Male,West,51.0,Smartphone,Electronics,800.0,1,800,18.58,Returned,2023-10-03,"(50, 100]",2023,October,3,False,50-59
CUST0088,Female,South,66.0,Laptop,Electronics,1500.0,1,1500,13.16,In Transit,2023-02-06,"(50, 100]",2023,February,6,False,60+
CUST0124,Male,South,53.0,Monitor,Electronics,300.0,2,600,8.51,Returned,2023-05-17,"(50, 100]",2023,May,17,False,50-59
CUST0055,Female,North,45.0,Smartwatch,Wearables,200.0,2,400,10.82,Returned,2023-09-23,"(35, 50]",2023,September,23,False,40-49
CUST0201,Female,South,49.0,Laptop,Electronics,1500.0,3,4500,17.62,Returned,2023-12-25,"(35, 50]",2023,December,25,False,40-49
CUST0256,Female,West,69.0,Mouse,Accessories,30.0,5,150,9.07,Delivered,2023-02-19,"(50, 100]",2023,February,19,True,60+
CUST0055,Male,East,45.0,Keyboard,Accessories,50.0,1,50,11.27,Returned,2023-09-13,"(35, 50]",2023,September,13,False,40-49
CUST0076,Male,South,26.0,Monitor,Electronics,300.0,4,1200,6.9,Returned,2023-11-05,"(25, 35]",2023,November,5,False,20-29
CUST0273,Male,South,55.0,Monitor,Electronics,300.0,3,900,7.31,In Transit,2023-01-15,"(50, 100]",2023,January,15,False,50-59
CUST0022,Female,Unknown,33.0,Mouse,Accessories,30.0,1,30,15.29,Delivered,2023-02-27,"(25, 35]",2023,February,27,True,30-39
CUST0204,Male,East,54.0,Laptop,Electronics,1500.0,2,3000,12.68,Delivered,2023-05-11,"(50, 100]",2023,May,11,True,50-59
CUST0194,Female,South,61.0,Mouse,Accessories,30.0,1,30,19.54,In Transit,2023-04-16,"(50, 100]",2023,April,16,False,60+
CUST0138,Male,East,46.0,Smartphone,Electronics,800.0,4,3200,17.82,Unknown,2023-03-17,"(35, 50]",2023,March,17,False,40-49
CUST0071,Female,North,46.0,Mouse,Accessories,30.0,4,120,10.01,In Transit,2023-04-11,"(35, 50]",2023,April,11,False,40-49
CUST0044,Female,North,30.0,Keyboard,Accessories,50.0,4,200,16.61,Returned,2023-10-16,"(25, 35]",2023,October,16,False,20-29
CUST0273,Male,South,55.0,Headphones,Accessories,100.0,4,400,18.99,In Transit,2023-10-16,"(50, 100]",2023,October,16,False,50-59
CUST0196,Female,East,37.0,Headphones,Accessories,100.0,4,400,11.4,Delivered,2023-02-22,"(35, 50]",2023,February,22,True,30-39
CUST0212,Female,East,62.0,Mouse,Accessories,30.0,2,60,8.36,Delivered,2023-07-17,"(50, 100]",2023,July,17,True,60+
CUST0106,Female,East,,Mouse,Accessories,30.0,5,150,10.03,Delivered,2023-06-30,Unknown,2023,June,30,True,
CUST0133,Male,North,47.0,Headphones,Accessories,100.0,3,300,15.0,Delivered,2023-07-09,"(35, 50]",2023,July,9,True,40-49
CUST0262,Male,West,27.0,Mouse,Accessories,30.0,4,120,16.05,Returned,2023-05-07,"(25, 35]",2023,May,7,False,20-29
CUST0280,Female,East,44.0,Keyboard,Accessories,50.0,4,200,12.3,In Transit,2023-03-22,"(35, 50]",2023,March,22,False,40-49
CUST0074,Male,North,36.0,Smartwatch,Wearables,200.0,2,400,12.03,Returned,2023-08-28,"(35, 50]",2023,August,28,False,30-39
CUST0300,Female,East,,Mouse,Accessories,30.0,3,90,11.56,In Transit,2023-01-17,Unknown,2023,January,17,False,
CUST0027,Female,North,36.0,Laptop,Electronics,1500.0,4,6000,11.21,Unknown,2023-10-16,"(35, 50]",2023,October,16,False,30-39
CUST0016,Male,South,61.0,Smartphone,Electronics,800.0,1,800,17.43,Delivered,2023-01-10,"(50, 100]",2023,January,10,True,60+
CUST0152,Male,South,69.0,Smartphone,Electronics,800.0,3,2400,13.57,Returned,2023-03-25,"(50, 100]",2023,March,25,False,60+
CUST0278,Female,East,52.0,Smartwatch,Wearables,200.0,3,600,10.21,In Transit,2023-01-29,"(50, 100]",2023,January,29,False,50-59
CUST0095,Female,South,60.0,Smartphone,Electronics,800.0,5,4000,18.75,Delivered,2023-01-19,"(50, 100]",2023,January,19,True,50-59
CUST0229,Male,West,45.0,Monitor,Electronics,300.0,1,300,16.7,Delivered,2023-09-16,"(35, 50]",2023,September,16,True,40-49
CUST0128,Male,West,52.0,Monitor,Electronics,300.0,1,300,14.67,Delivered,2023-07-21,"(50, 100]",2023,July,21,True,50-59
CUST0032,Female,South,63.0,Monitor,Electronics,300.0,5,1500,18.0,Returned,2023-03-21,"(50, 100]",2023,March,21,False,60+
CUST0283,Female,South,67.0,Keyboard,Accessories,50.0,5,250,10.04,In Transit,2023-05-03,"(50, 100]",2023,May,3,False,60+
CUST0238,Male,West,26.0,Keyboard,Accessories,50.0,4,200,10.23,Delivered,2023-01-24,"(25, 35]",2023,January,24,True,20-29
CUST0051,Male,West,41.0,Smartwatch,Wearables,200.0,4,800,8.56,Returned,2024-01-03,"(35, 50]",2024,January,3,False,40-49
CUST0144,Female,South,,Smartphone,Electronics,800.0,5,4000,10.52,Delivered,2023-12-01,Unknown,2023,December,1,True,
CUST0134,Male,South,58.0,Monitor,Electronics,300.0,5,1500,19.72,Delivered,2023-05-16,"(50, 100]",2023,May,16,True,50-59
CUST0129,Male,South,66.0,Mouse,Accessories,30.0,2,60,9.19,In Transit,2023-05-07,"(50, 100]",2023,May,7,False,60+
CUST0148,Female,West,67.0,Headphones,Accessories,100.0,2,200,19.58,Returned,2023-06-01,"(50, 100]",2023,June,1,False,60+
CUST0211,Male,North,35.0,Smartphone,Electronics,800.0,5,4000,15.61,In Transit,2023-01-27,"(25, 35]",2023,January,27,False,30-39
CUST0272,Male,South,52.0,Keyboard,Accessories,50.0,2,100,13.78,Delivered,2023-09-04,"(50, 100]",2023,September,4,True,50-59
CUST0092,Female,East,32.0,Mouse,Accessories,30.0,5,150,15.68,Delivered,2023-11-06,"(25, 35]",2023,November,6,True,30-39
CUST0203,Female,Unknown,33.0,Smartwatch,Wearables,200.0,1,200,14.86,Returned,2023-09-24,"(25, 35]",2023,September,24,False,30-39
CUST0109,Male,North,57.0,Smartwatch,Wearables,200.0,1,200,13.34,Returned,2023-09-08,"(50, 100]",2023,September,8,False,50-59
CUST0204,Female,South,54.0,Laptop,Electronics,1500.0,5,7500,5.02,Returned,2023-08-28,"(50, 100]",2023,August,28,False,50-59
CUST0291,Male,West,49.0,Smartwatch,Wearables,200.0,4,800,18.56,Delivered,2023-03-18,"(35, 50]",2023,March,18,True,40-49
CUST0153,Female,South,40.0,Headphones,Accessories,100.0,5,500,14.22,Delivered,2023-02-02,"(35, 50]",2023,February,2,True,30-39
CUST0220,Male,North,67.0,Headphones,Accessories,100.0,5,500,13.85,Returned,2023-03-15,"(50, 100]",2023,March,15,False,60+
CUST0199,Female,North,41.0,Mouse,Accessories,30.0,3,90,18.37,Returned,2024-01-03,"(35, 50]",2024,January,3,False,40-49
CUST0245,Male,West,63.0,Smartphone,Electronics,800.0,2,1600,19.63,Delivered,2023-12-27,"(50, 100]",2023,December,27,True,60+
CUST0228,Male,North,25.0,Smartphone,Electronics,800.0,1,800,5.64,In Transit,2023-09-23,"(18, 25]",2023,September,23,False,20-29
CUST0106,Male,North,50.0,Laptop,Electronics,1500.0,5,7500,15.14,In Transit,2023-06-08,"(35, 50]",2023,June,8,False,40-49
CUST0174,Male,West,68.0,Mouse,Accessories,30.0,4,120,14.02,Returned,2023-09-13,"(50, 100]",2023,September,13,False,60+
CUST0161,Male,West,62.0,Smartwatch,Wearables,200.0,3,600,17.9,Returned,2023-01-03,"(50, 100]",2023,January,3,False,60+
CUST0204,Male,South,54.0,Smartphone,Electronics,800.0,1,800,7.77,Returned,2023-07-23,"(50, 100]",2023,July,23,False,50-59
CUST0062,Male,West,43.0,Smartwatch,Wearables,200.0,2,400,13.02,Delivered,2023-10-08,"(35, 50]",2023,October,8,True,40-49
CUST0114,Male,South,60.0,Keyboard,Accessories,50.0,1,50,6.25,In Transit,2023-02-06,"(50, 100]",2023,February,6,False,50-59
CUST0102,Male,West,25.0,Monitor,Electronics,300.0,3,900,9.94,Delivered,2023-10-21,"(18, 25]",2023,October,21,True,20-29
CUST0140,Male,East,50.0,Smartphone,Electronics,800.0,1,800,10.36,Returned,2023-05-25,"(35, 50]",2023,May,25,False,40-49
CUST0142,Female,South,32.0,Smartphone,Electronics,800.0,1,800,8.45,Returned,2023-04-28,"(25, 35]",2023,April,28,False,30-39
CUST0016,Male,East,61.0,Smartphone,Electronics,800.0,2,1600,19.07,Delivered,2023-10-03,"(50, 100]",2023,October,3,True,60+
CUST0023,Male,South,,Keyboard,Accessories,50.0,5,250,10.03,Returned,2023-11-01,Unknown,2023,November,1,False,
CUST0008,Female,West,18.0,Mouse,Accessories,30.0,4,120,8.76,In Transit,2023-06-30,Unknown,2023,June,30,False,<20
CUST0268,Male,North,21.0,Monitor,Electronics,300.0,2,600,5.69,Returned,2023-08-03,"(18, 25]",2023,August,3,False,20-29
CUST0162,Male,East,69.0,Headphones,Accessories,100.0,1,100,6.43,Returned,2023-05-26,"(50, 100]",2023,May,26,False,60+
CUST0121,Female,West,66.0,Smartwatch,Wearables,200.0,5,1000,19.19,Returned,2023-09-19,"(50, 100]",2023,September,19,False,60+
CUST0047,Female,West,41.0,Smartwatch,Wearables,200.0,3,600,10.92,Returned,2023-06-18,"(35, 50]",2023,June,18,False,40-49
CUST0148,Male,East,67.0,Keyboard,Accessories,50.0,5,250,11.17,In Transit,2023-03-03,"(50, 100]",2023,March,3,False,60+
CUST0251,Female,East,42.0,Smartphone,Electronics,800.0,3,2400,10.65,In Transit,2023-11-18,"(35, 50]",2023,November,18,False,40-49
CUST0028,Female,West,50.0,Monitor,Electronics,300.0,1,300,14.36,Delivered,2023-08-05,"(35, 50]",2023,August,5,True,40-49
CUST0174,Female,East,68.0,Headphones,Accessories,100.0,4,400,11.92,In Transit,2023-10-31,"(50, 100]",2023,October,31,False,60+
CUST0296,Female,East,50.0,Smartphone,Electronics,800.0,5,4000,13.43,Returned,2023-08-11,"(35, 50]",2023,August,11,False,40-49
CUST0085,Male,Unknown,,Smartphone,Electronics,800.0,1,800,16.2,Returned,2023-11-25,Unknown,2023,November,25,False,
CUST0281,Male,West,44.0,Laptop,Electronics,1500.0,5,7500,7.21,Delivered,2023-11-21,"(35, 50]",2023,November,21,True,40-49
CUST0010,Female,East,37.0,Headphones,Accessories,100.0,3,300,7.41,Delivered,2023-03-27,"(35, 50]",2023,March,27,True,30-39
CUST0186,Female,West,55.0,Laptop,Electronics,1500.0,1,1500,19.04,In Transit,2023-10-20,"(50, 100]",2023,October,20,False,50-59
CUST0281,Female,North,44.0,Laptop,Electronics,1500.0,2,3000,9.87,Delivered,2023-11-27,"(35, 50]",2023,November,27,True,40-49
CUST0031,Female,East,67.0,Smartphone,Electronics,800.0,5,4000,9.6,In Transit,2023-10-22,"(50, 100]",2023,October,22,False,60+
CUST0270,Female,East,,Headphones,Accessories,100.0,3,300,13.33,Delivered,2023-02-10,Unknown,2023,February,10,True,
CUST0039,Female,North,60.0,Smartphone,Electronics,800.0,2,1600,19.2,In Transit,2023-08-11,"(50, 100]",2023,August,11,False,50-59
CUST0063,Male,South,20.0,Keyboard,Accessories,50.0,1,50,17.61,Returned,2023-08-13,"(18, 25]",2023,August,13,False,<20
CUST0097,Female,East,34.0,Smartwatch,Wearables,200.0,1,200,17.66,Returned,2023-05-21,"(25, 35]",2023,May,21,False,30-39
CUST0067,Female,North,19.0,Laptop,Electronics,1500.0,4,6000,14.45,Delivered,2023-11-08,"(18, 25]",2023,November,8,True,<20
CUST0124,Female,East,,Smartphone,Electronics,800.0,4,3200,19.17,In Transit,2023-06-17,Unknown,2023,June,17,False,
CUST0284,Female,South,64.0,Monitor,Electronics,300.0,3,900,19.12,In Transit,2023-06-17,"(50, 100]",2023,June,17,False,60+
CUST0010,Male,West,37.0,Monitor,Electronics,300.0,1,300,9.72,Returned,2023-03-30,"(35, 50]",2023,March,30,False,30-39
CUST0276,Female,West,66.0,Monitor,Electronics,300.0,1,300,18.63,Delivered,2023-11-01,"(50, 100]",2023,November,1,True,60+
CUST0256,Male,South,69.0,Smartphone,Electronics,800.0,3,2400,5.26,Unknown,2023-10-07,"(50, 100]",2023,October,7,False,60+
CUST0221,Female,South,33.0,Mouse,Accessories,30.0,2,60,15.69,Delivered,2023-10-21,"(25, 35]",2023,October,21,True,30-39
CUST0062,Female,West,43.0,Monitor,Electronics,300.0,3,900,8.58,Returned,2023-11-02,"(35, 50]",2023,November,2,False,40-49
CUST0219,Female,South,48.0,Headphones,Accessories,207.30404083244343,1,100,9.55,Delivered,2023-01-23,"(35, 50]",2023,January,23,True,40-49
CUST0053,Male,Unknown,25.0,Keyboard,Accessories,50.0,3,150,11.95,Returned,2023-10-18,"(18, 25]",2023,October,18,False,20-29
CUST0144,Female,South,54.0,Smartphone,Electronics,800.0,4,3200,7.86,Returned,2023-08-07,"(50, 100]",2023,August,7,False,50-59
CUST0081,Male,South,38.0,Monitor,Electronics,300.0,5,1500,12.67,In Transit,2023-01-05,"(35, 50]",2023,January,5,False,30-39
CUST0044,Female,South,30.0,Monitor,Electronics,300.0,2,600,16.31,Delivered,2023-07-25,"(25, 35]",2023,July,25,True,20-29
CUST0055,Female,South,45.0,Smartwatch,Wearables,200.0,3,600,18.24,Returned,2023-11-25,"(35, 50]",2023,November,25,False,40-49
CUST0272,Male,North,52.0,Mouse,Accessories,30.0,3,90,11.88,Returned,2023-05-18,"(50, 100]",2023,May,18,False,50-59
CUST0126,Female,South,66.0,Mouse,Accessories,30.0,2,60,5.53,In Transit,2023-10-16,"(50, 100]",2023,October,16,False,60+
CUST0167,Male,South,67.0,Smartwatch,Wearables,200.0,3,600,8.01,Delivered,2023-03-27,"(50, 100]",2023,March,27,True,60+
CUST0043,Female,South,22.0,Mouse,Accessories,30.0,4,120,19.24,In Transit,2023-10-25,"(18, 25]",2023,October,25,False,20-29
CUST0201,Male,West,49.0,Monitor,Electronics,300.0,2,600,7.0,In Transit,2023-09-21,"(35, 50]",2023,September,21,False,40-49
CUST0237,Male,South,65.0,Smartwatch,Wearables,200.0,3,600,6.94,In Transit,2024-01-03,"(50, 100]",2024,January,3,False,60+
CUST0028,Female,East,,Laptop,Electronics,1500.0,1,1500,6.62,Delivered,2023-02-22,Unknown,2023,February,22,True,
CUST0150,Female,North,63.0,Monitor,Electronics,300.0,3,900,19.87,Delivered,2023-08-23,"(50, 100]",2023,August,23,True,60+
CUST0247,Male,South,44.0,Keyboard,Accessories,50.0,2,100,10.09,Delivered,2023-08-01,"(35, 50]",2023,August,1,True,40-49
CUST0058,Female,East,42.0,Monitor,Electronics,300.0,2,600,6.22,In Transit,2023-08-06,"(35, 50]",2023,August,6,False,40-49
CUST0281,Male,West,,Laptop,Electronics,1500.0,4,6000,7.66,Returned,2023-01-01,Unknown,2023,January,1,False,
CUST0041,Male,East,64.0,Smartphone,Electronics,800.0,4,3200,5.82,Returned,2023-10-02,"(50, 100]",2023,October,2,False,60+
CUST0204,Male,East,54.0,Monitor,Electronics,300.0,4,1200,18.4,Delivered,2023-04-29,"(50, 100]",2023,April,29,True,50-59
CUST0095,Female,North,60.0,Smartwatch,Wearables,200.0,2,400,18.88,Delivered,2023-07-24,"(50, 100]",2023,July,24,True,50-59
CUST0272,Female,North,52.0,Smartwatch,Wearables,200.0,3,600,15.36,In Transit,2023-09-17,"(50, 100]",2023,September,17,False,50-59
CUST0069,Male,East,,Monitor,Electronics,300.0,4,1200,16.88,In Transit,2023-09-26,Unknown,2023,September,26,False,
CUST0202,Male,South,56.0,Headphones,Accessories,100.0,4,400,19.94,In Transit,2023-06-07,"(50, 100]",2023,June,7,False,50-59
CUST0054,Female,North,64.0,Headphones,Accessories,100.0,1,100,10.32,Delivered,2023-03-12,"(50, 100]",2023,March,12,True,60+
CUST0187,Female,East,25.0,Keyboard,Accessories,50.0,4,200,7.33,Delivered,2023-10-24,"(18, 25]",2023,October,24,True,20-29
CUST0065,Male,South,41.0,Smartphone,Electronics,800.0,5,4000,6.41,In Transit,2023-12-01,"(35, 50]",2023,December,1,False,40-49
CUST0019,Male,West,69.0,Smartwatch,Wearables,200.0,1,200,12.86,In Transit,2023-08-16,"(50, 100]",2023,August,16,False,60+
CUST0054,Female,North,64.0,Keyboard,Accessories,50.0,1,50,13.13,In Transit,2023-02-13,"(50, 100]",2023,February,13,False,60+
CUST0018,Female,Unknown,38.0,Mouse,Accessories,30.0,2,60,17.21,In Transit,2023-11-28,"(35, 50]",2023,November,28,False,30-39
CUST0059,Male,North,18.0,Laptop,Electronics,1500.0,2,3000,7.81,Returned,2023-06-22,Unknown,2023,June,22,False,<20
CUST0075,Female,South,56.0,Mouse,Accessories,30.0,5,150,5.44,In Transit,2023-06-23,"(50, 100]",2023,June,23,False,50-59
CUST0129,Female,East,66.0,Smartphone,Electronics,800.0,3,2400,19.63,Delivered,2023-07-28,"(50, 100]",2023,July,28,True,60+
CUST0103,Male,North,,Smartphone,Electronics,800.0,1,800,15.79,In Transit,2023-10-30,Unknown,2023,October,30,False,
CUST0176,Female,South,51.0,Laptop,Electronics,1500.0,3,4500,5.72,In Transit,2023-11-10,"(50, 100]",2023,November,10,False,50-59
CUST0299,Female,West,58.0,Smartwatch,Wearables,200.0,3,600,9.69,Returned,2024-01-03,"(50, 100]",2024,January,3,False,50-59
CUST0178,Female,South,44.0,Smartphone,Electronics,1658.4323266595477,3,2400,19.31,Delivered,2023-06-03,"(35, 50]",2023,June,3,True,40-49
CUST0138,Female,East,46.0,Laptop,Electronics,1500.0,4,6000,16.31,In Transit,2023-06-29,"(35, 50]",2023,June,29,False,40-49
CUST0152,Male,East,69.0,Mouse,Accessories,30.0,1,30,10.99,In Transit,2023-10-06,"(50, 100]",2023,October,6,False,60+
CUST0212,Female,West,62.0,Smartphone,Electronics,800.0,3,2400,16.12,In Transit,2023-08-01,"(50, 100]",2023,August,1,False,60+
CUST0208,Female,South,57.0,Smartwatch,Wearables,200.0,2,400,8.71,Unknown,2023-05-18,"(50, 100]",2023,May,18,False,50-59
CUST0026,Male,East,27.0,Smartphone,Electronics,800.0,5,4000,12.26,Returned,2023-05-02,"(25, 35]",2023,May,2,False,20-29
CUST0224,Female,East,57.0,Smartphone,Electronics,800.0,1,800,19.34,Delivered,2023-11-20,"(50, 100]",2023,November,20,True,50-59
CUST0131,Female,West,67.0,Laptop,Electronics,1500.0,2,3000,18.81,In Transit,2023-08-10,"(50, 100]",2023,August,10,False,60+
CUST0019,Male,North,69.0,Monitor,Electronics,300.0,1,300,14.91,Delivered,2023-04-05,"(50, 100]",2023,April,5,True,60+
CUST0291,Female,North,49.0,Mouse,Accessories,30.0,1,30,5.6,Delivered,2023-04-19,"(35, 50]",2023,April,19,True,40-49
CUST0032,Male,West,63.0,Laptop,Electronics,1500.0,3,4500,19.69,In Transit,2023-12-30,"(50, 100]",2023,December,30,False,60+
CUST0230,Male,South,,Laptop,Electronics,1500.0,4,6000,15.12,In Transit,2023-11-10,Unknown,2023,November,10,False,
CUST0285,Female,North,58.0,Headphones,Accessories,100.0,1,100,5.25,Delivered,2023-01-14,"(50, 100]",2023,January,14,True,50-59
CUST0199,Male,North,41.0,Headphones,Accessories,100.0,1,100,18.38,Returned,2023-07-05,"(35, 50]",2023,July,5,False,40-49
CUST0045,Female,East,21.0,Monitor,Electronics,300.0,3,900,15.22,In Transit,2024-01-03,"(18, 25]",2024,January,3,False,20-29
CUST0063,Male,North,20.0,Monitor,Electronics,300.0,4,1200,15.57,Delivered,2023-11-06,"(18, 25]",2023,November,6,True,<20
CUST0178,Male,East,44.0,Laptop,Electronics,1500.0,5,7500,8.03,In Transit,2023-01-20,"(35, 50]",2023,January,20,False,40-49
CUST0210,Female,North,30.0,Monitor,Electronics,300.0,5,1500,16.68,Returned,2023-05-06,"(25, 35]",2023,May,6,False,20-29
CUST0105,Female,North,27.0,Headphones,Accessories,100.0,2,200,12.44,In Transit,2023-10-21,"(25, 35]",2023,October,21,False,20-29
CUST0198,Male,South,,Monitor,Electronics,300.0,3,900,6.39,Returned,2023-12-30,Unknown,2023,December,30,False,
CUST0241,Female,East,27.0,Keyboard,Accessories,50.0,1,50,11.72,In Transit,2023-07-10,"(25, 35]",2023,July,10,False,20-29
CUST0201,Female,West,49.0,Smartphone,Electronics,800.0,2,1600,6.85,Delivered,2024-01-03,"(35, 50]",2024,January,3,True,40-49
